Image,Overall_Brightness,Overall_Sharpness,Overall_Contrast,Foreground_Brightness,Foreground_Sharpness,Foreground_Contrast,Background_Brightness,Background_Sharpness,Background_Contrast
image1.jpg,76.76132202148438,78.47240447998047,89.13851928710938,82.74760437011719,88.4238052368164,,76.09163665771484,77.16513061523438,
image2.jpg,66.34669494628906,77.69561767578125,70.49321746826172,67.6832504272461,82.9757080078125,,66.09638977050781,59.94850158691406,
